model_name,mean,std,min,max
OpenGVLab__InternVL3-14B,0.6544315129811996,1.0585928324695295,0,5
Qwen__Qwen2-VL-7B-Instruct,0.1539838854073411,0.3610949741899607,0,1
Qwen__Qwen3-VL-4B-Instruct,0.13339301700984782,0.4947071474190229,0,3
llava-hf__llava-onevision-qwen2-7b-ov-hf,0.18621307072515667,0.4030213861748628,0,4
