lecture,slide_id,model_name,num_concepts_run1,num_concepts_run2,num_triples_run1,num_triples_run2,concept_jaccard,triple_jaccard
Lecture 14,Slide41,llava-hf__llava-onevision-qwen2-7b-ov-hf,10,10,1,1,1.0,1.0
Lecture 14,Slide42,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 14,Slide42,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide42,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide42,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 14,Slide43,OpenGVLab__InternVL3-14B,10,10,1,1,1.0,1.0
Lecture 14,Slide43,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide43,Qwen__Qwen3-VL-4B-Instruct,1,1,1,1,1.0,1.0
Lecture 14,Slide43,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 14,Slide44,OpenGVLab__InternVL3-14B,1,1,1,1,1.0,1.0
Lecture 14,Slide44,Qwen__Qwen2-VL-7B-Instruct,2,2,1,1,1.0,1.0
Lecture 14,Slide44,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide44,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 14,Slide45,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 14,Slide45,Qwen__Qwen2-VL-7B-Instruct,5,5,0,0,1.0,1.0
Lecture 14,Slide45,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide45,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 14,Slide46,OpenGVLab__InternVL3-14B,1,1,2,2,1.0,1.0
Lecture 14,Slide46,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide46,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide46,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 14,Slide47,OpenGVLab__InternVL3-14B,5,5,0,0,1.0,1.0
Lecture 14,Slide47,Qwen__Qwen2-VL-7B-Instruct,1,1,1,1,1.0,1.0
Lecture 14,Slide47,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide47,llava-hf__llava-onevision-qwen2-7b-ov-hf,4,4,0,0,1.0,1.0
Lecture 14,Slide48,OpenGVLab__InternVL3-14B,5,5,0,0,1.0,1.0
Lecture 14,Slide48,Qwen__Qwen2-VL-7B-Instruct,12,12,0,0,1.0,1.0
Lecture 14,Slide48,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide48,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 14,Slide49,OpenGVLab__InternVL3-14B,1,1,2,2,1.0,1.0
Lecture 14,Slide49,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide49,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide49,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 14,Slide5,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 14,Slide5,Qwen__Qwen2-VL-7B-Instruct,7,7,1,1,1.0,1.0
Lecture 14,Slide5,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide5,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 14,Slide50,OpenGVLab__InternVL3-14B,3,3,0,0,1.0,1.0
Lecture 14,Slide50,Qwen__Qwen2-VL-7B-Instruct,3,3,0,0,1.0,1.0
Lecture 14,Slide50,Qwen__Qwen3-VL-4B-Instruct,3,3,0,0,1.0,1.0
Lecture 14,Slide50,llava-hf__llava-onevision-qwen2-7b-ov-hf,3,3,1,1,1.0,1.0
Lecture 14,Slide51,OpenGVLab__InternVL3-14B,8,8,2,2,1.0,1.0
Lecture 14,Slide51,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide51,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide51,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 14,Slide52,OpenGVLab__InternVL3-14B,7,7,0,0,1.0,1.0
Lecture 14,Slide52,Qwen__Qwen2-VL-7B-Instruct,1,1,1,1,1.0,1.0
Lecture 14,Slide52,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide52,llava-hf__llava-onevision-qwen2-7b-ov-hf,0,0,0,0,1.0,1.0
Lecture 14,Slide53,OpenGVLab__InternVL3-14B,6,6,2,2,1.0,1.0
Lecture 14,Slide53,Qwen__Qwen2-VL-7B-Instruct,5,5,0,0,1.0,1.0
Lecture 14,Slide53,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide53,llava-hf__llava-onevision-qwen2-7b-ov-hf,4,4,1,1,1.0,1.0
Lecture 14,Slide54,OpenGVLab__InternVL3-14B,1,1,3,3,1.0,1.0
Lecture 14,Slide54,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide54,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide54,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 14,Slide55,OpenGVLab__InternVL3-14B,4,4,2,2,1.0,1.0
Lecture 14,Slide55,Qwen__Qwen2-VL-7B-Instruct,6,6,0,0,1.0,1.0
Lecture 14,Slide55,Qwen__Qwen3-VL-4B-Instruct,3,3,0,0,1.0,1.0
Lecture 14,Slide55,llava-hf__llava-onevision-qwen2-7b-ov-hf,5,5,1,1,1.0,1.0
Lecture 14,Slide56,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 14,Slide56,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide56,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide56,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 14,Slide57,OpenGVLab__InternVL3-14B,4,4,2,2,1.0,1.0
Lecture 14,Slide57,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide57,Qwen__Qwen3-VL-4B-Instruct,2,2,1,1,1.0,1.0
Lecture 14,Slide57,llava-hf__llava-onevision-qwen2-7b-ov-hf,4,4,0,0,1.0,1.0
Lecture 14,Slide58,OpenGVLab__InternVL3-14B,1,1,1,1,1.0,1.0
Lecture 14,Slide58,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide58,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide58,llava-hf__llava-onevision-qwen2-7b-ov-hf,5,5,0,0,1.0,1.0
Lecture 14,Slide59,OpenGVLab__InternVL3-14B,7,7,2,2,1.0,1.0
Lecture 14,Slide59,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide59,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide59,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 14,Slide6,OpenGVLab__InternVL3-14B,1,1,2,2,1.0,1.0
Lecture 14,Slide6,Qwen__Qwen2-VL-7B-Instruct,9,9,0,0,1.0,1.0
Lecture 14,Slide6,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide6,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 14,Slide60,OpenGVLab__InternVL3-14B,1,1,2,2,1.0,1.0
Lecture 14,Slide60,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide60,Qwen__Qwen3-VL-4B-Instruct,1,1,2,2,1.0,1.0
Lecture 14,Slide60,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 14,Slide7,OpenGVLab__InternVL3-14B,5,5,1,1,1.0,1.0
Lecture 14,Slide7,Qwen__Qwen2-VL-7B-Instruct,4,4,0,0,1.0,1.0
Lecture 14,Slide7,Qwen__Qwen3-VL-4B-Instruct,5,5,2,2,1.0,1.0
Lecture 14,Slide7,llava-hf__llava-onevision-qwen2-7b-ov-hf,4,4,0,0,1.0,1.0
Lecture 14,Slide8,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 14,Slide8,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide8,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide8,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 14,Slide9,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 14,Slide9,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide9,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 14,Slide9,llava-hf__llava-onevision-qwen2-7b-ov-hf,10,10,0,0,1.0,1.0
Lecture 15,Slide1,OpenGVLab__InternVL3-14B,6,6,1,1,1.0,1.0
Lecture 15,Slide1,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide1,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide1,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide10,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 15,Slide10,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide10,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide10,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide11,OpenGVLab__InternVL3-14B,5,5,1,1,1.0,1.0
Lecture 15,Slide11,Qwen__Qwen2-VL-7B-Instruct,6,6,0,0,1.0,1.0
Lecture 15,Slide11,Qwen__Qwen3-VL-4B-Instruct,1,1,1,1,1.0,1.0
Lecture 15,Slide11,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide12,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 15,Slide12,Qwen__Qwen2-VL-7B-Instruct,5,5,0,0,1.0,1.0
Lecture 15,Slide12,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide12,llava-hf__llava-onevision-qwen2-7b-ov-hf,4,4,0,0,1.0,1.0
Lecture 15,Slide13,OpenGVLab__InternVL3-14B,1,1,2,2,1.0,1.0
Lecture 15,Slide13,Qwen__Qwen2-VL-7B-Instruct,1,1,1,1,1.0,1.0
Lecture 15,Slide13,Qwen__Qwen3-VL-4B-Instruct,1,1,3,3,1.0,1.0
Lecture 15,Slide13,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide14,OpenGVLab__InternVL3-14B,7,7,0,0,1.0,1.0
Lecture 15,Slide14,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide14,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide14,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide15,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 15,Slide15,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide15,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide15,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide16,OpenGVLab__InternVL3-14B,5,5,0,0,1.0,1.0
Lecture 15,Slide16,Qwen__Qwen2-VL-7B-Instruct,8,8,0,0,1.0,1.0
Lecture 15,Slide16,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide16,llava-hf__llava-onevision-qwen2-7b-ov-hf,5,5,0,0,1.0,1.0
Lecture 15,Slide17,OpenGVLab__InternVL3-14B,8,8,2,2,1.0,1.0
Lecture 15,Slide17,Qwen__Qwen2-VL-7B-Instruct,8,8,0,0,1.0,1.0
Lecture 15,Slide17,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide17,llava-hf__llava-onevision-qwen2-7b-ov-hf,7,7,0,0,1.0,1.0
Lecture 15,Slide18,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 15,Slide18,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide18,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide18,llava-hf__llava-onevision-qwen2-7b-ov-hf,8,8,0,0,1.0,1.0
Lecture 15,Slide19,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 15,Slide19,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide19,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide19,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide2,OpenGVLab__InternVL3-14B,7,7,4,4,1.0,1.0
Lecture 15,Slide2,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide2,Qwen__Qwen3-VL-4B-Instruct,6,6,0,0,1.0,1.0
Lecture 15,Slide2,llava-hf__llava-onevision-qwen2-7b-ov-hf,6,6,0,0,1.0,1.0
Lecture 15,Slide20,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 15,Slide20,Qwen__Qwen2-VL-7B-Instruct,8,8,0,0,1.0,1.0
Lecture 15,Slide20,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide20,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide21,OpenGVLab__InternVL3-14B,8,8,2,2,1.0,1.0
Lecture 15,Slide21,Qwen__Qwen2-VL-7B-Instruct,9,9,0,0,1.0,1.0
Lecture 15,Slide21,Qwen__Qwen3-VL-4B-Instruct,1,1,2,2,1.0,1.0
Lecture 15,Slide21,llava-hf__llava-onevision-qwen2-7b-ov-hf,7,7,0,0,1.0,1.0
Lecture 15,Slide22,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 15,Slide22,Qwen__Qwen2-VL-7B-Instruct,7,7,0,0,1.0,1.0
Lecture 15,Slide22,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide22,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide23,OpenGVLab__InternVL3-14B,7,7,0,0,1.0,1.0
Lecture 15,Slide23,Qwen__Qwen2-VL-7B-Instruct,1,1,1,1,1.0,1.0
Lecture 15,Slide23,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide23,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide24,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 15,Slide24,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide24,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide24,llava-hf__llava-onevision-qwen2-7b-ov-hf,9,9,0,0,1.0,1.0
Lecture 15,Slide25,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 15,Slide25,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide25,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide25,llava-hf__llava-onevision-qwen2-7b-ov-hf,6,6,1,1,1.0,1.0
Lecture 15,Slide26,OpenGVLab__InternVL3-14B,7,7,3,3,1.0,1.0
Lecture 15,Slide26,Qwen__Qwen2-VL-7B-Instruct,8,8,0,0,1.0,1.0
Lecture 15,Slide26,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide26,llava-hf__llava-onevision-qwen2-7b-ov-hf,5,5,0,0,1.0,1.0
Lecture 15,Slide27,OpenGVLab__InternVL3-14B,6,6,0,0,1.0,1.0
Lecture 15,Slide27,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide27,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide27,llava-hf__llava-onevision-qwen2-7b-ov-hf,7,7,0,0,1.0,1.0
Lecture 15,Slide28,OpenGVLab__InternVL3-14B,1,1,2,2,1.0,1.0
Lecture 15,Slide28,Qwen__Qwen2-VL-7B-Instruct,9,9,0,0,1.0,1.0
Lecture 15,Slide28,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide28,llava-hf__llava-onevision-qwen2-7b-ov-hf,10,10,1,1,1.0,1.0
Lecture 15,Slide29,OpenGVLab__InternVL3-14B,5,5,2,2,1.0,1.0
Lecture 15,Slide29,Qwen__Qwen2-VL-7B-Instruct,7,7,0,0,1.0,1.0
Lecture 15,Slide29,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide29,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide3,OpenGVLab__InternVL3-14B,8,8,2,2,1.0,1.0
Lecture 15,Slide3,Qwen__Qwen2-VL-7B-Instruct,5,5,0,0,1.0,1.0
Lecture 15,Slide3,Qwen__Qwen3-VL-4B-Instruct,4,4,2,2,1.0,1.0
Lecture 15,Slide3,llava-hf__llava-onevision-qwen2-7b-ov-hf,4,4,1,1,1.0,1.0
Lecture 15,Slide30,OpenGVLab__InternVL3-14B,7,7,1,1,1.0,1.0
Lecture 15,Slide30,Qwen__Qwen2-VL-7B-Instruct,6,6,0,0,1.0,1.0
Lecture 15,Slide30,Qwen__Qwen3-VL-4B-Instruct,5,5,0,0,1.0,1.0
Lecture 15,Slide30,llava-hf__llava-onevision-qwen2-7b-ov-hf,5,5,1,1,1.0,1.0
Lecture 15,Slide4,OpenGVLab__InternVL3-14B,6,6,2,2,1.0,1.0
Lecture 15,Slide4,Qwen__Qwen2-VL-7B-Instruct,3,3,1,1,1.0,1.0
Lecture 15,Slide4,Qwen__Qwen3-VL-4B-Instruct,5,5,2,2,1.0,1.0
Lecture 15,Slide4,llava-hf__llava-onevision-qwen2-7b-ov-hf,4,4,0,0,1.0,1.0
Lecture 15,Slide5,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 15,Slide5,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide5,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide5,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide6,OpenGVLab__InternVL3-14B,7,7,0,0,1.0,1.0
Lecture 15,Slide6,Qwen__Qwen2-VL-7B-Instruct,1,1,1,1,1.0,1.0
Lecture 15,Slide6,Qwen__Qwen3-VL-4B-Instruct,1,1,2,2,1.0,1.0
Lecture 15,Slide6,llava-hf__llava-onevision-qwen2-7b-ov-hf,7,7,0,0,1.0,1.0
Lecture 15,Slide7,OpenGVLab__InternVL3-14B,7,7,0,0,1.0,1.0
Lecture 15,Slide7,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide7,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide7,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 15,Slide8,OpenGVLab__InternVL3-14B,8,8,0,0,1.0,1.0
Lecture 15,Slide8,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide8,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 15,Slide8,llava-hf__llava-onevision-qwen2-7b-ov-hf,8,8,0,0,1.0,1.0
Lecture 15,Slide9,OpenGVLab__InternVL3-14B,4,4,1,1,1.0,1.0
Lecture 15,Slide9,Qwen__Qwen2-VL-7B-Instruct,0,0,0,0,1.0,1.0
Lecture 15,Slide9,Qwen__Qwen3-VL-4B-Instruct,1,1,2,2,1.0,1.0
Lecture 15,Slide9,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 16,Slide1,OpenGVLab__InternVL3-14B,4,4,0,0,1.0,1.0
Lecture 16,Slide1,Qwen__Qwen2-VL-7B-Instruct,8,8,0,0,1.0,1.0
Lecture 16,Slide1,Qwen__Qwen3-VL-4B-Instruct,5,5,0,0,1.0,1.0
Lecture 16,Slide1,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 16,Slide10,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 16,Slide10,Qwen__Qwen2-VL-7B-Instruct,1,1,1,1,1.0,1.0
Lecture 16,Slide10,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide10,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 16,Slide11,OpenGVLab__InternVL3-14B,1,1,2,2,1.0,1.0
Lecture 16,Slide11,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide11,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide11,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 16,Slide12,OpenGVLab__InternVL3-14B,3,3,2,2,1.0,1.0
Lecture 16,Slide12,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide12,Qwen__Qwen3-VL-4B-Instruct,3,3,0,0,1.0,1.0
Lecture 16,Slide12,llava-hf__llava-onevision-qwen2-7b-ov-hf,6,6,0,0,1.0,1.0
Lecture 16,Slide13,OpenGVLab__InternVL3-14B,6,6,0,0,1.0,1.0
Lecture 16,Slide13,Qwen__Qwen2-VL-7B-Instruct,4,4,0,0,1.0,1.0
Lecture 16,Slide13,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide13,llava-hf__llava-onevision-qwen2-7b-ov-hf,3,3,1,1,1.0,1.0
Lecture 16,Slide14,OpenGVLab__InternVL3-14B,1,1,1,1,1.0,1.0
Lecture 16,Slide14,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide14,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide14,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 16,Slide15,OpenGVLab__InternVL3-14B,7,7,0,0,1.0,1.0
Lecture 16,Slide15,Qwen__Qwen2-VL-7B-Instruct,1,1,1,1,1.0,1.0
Lecture 16,Slide15,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide15,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 16,Slide16,OpenGVLab__InternVL3-14B,6,6,0,0,1.0,1.0
Lecture 16,Slide16,Qwen__Qwen2-VL-7B-Instruct,4,4,0,0,1.0,1.0
Lecture 16,Slide16,Qwen__Qwen3-VL-4B-Instruct,5,5,0,0,1.0,1.0
Lecture 16,Slide16,llava-hf__llava-onevision-qwen2-7b-ov-hf,4,4,0,0,1.0,1.0
Lecture 16,Slide17,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 16,Slide17,Qwen__Qwen2-VL-7B-Instruct,1,1,1,1,1.0,1.0
Lecture 16,Slide17,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide17,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 16,Slide18,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 16,Slide18,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide18,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide18,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,1,1,1.0,1.0
Lecture 16,Slide19,OpenGVLab__InternVL3-14B,1,1,2,2,1.0,1.0
Lecture 16,Slide19,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide19,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide19,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 16,Slide2,OpenGVLab__InternVL3-14B,8,8,1,1,1.0,1.0
Lecture 16,Slide2,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide2,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide2,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 16,Slide20,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 16,Slide20,Qwen__Qwen2-VL-7B-Instruct,1,1,1,1,1.0,1.0
Lecture 16,Slide20,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide20,llava-hf__llava-onevision-qwen2-7b-ov-hf,8,8,1,1,1.0,1.0
Lecture 16,Slide21,OpenGVLab__InternVL3-14B,1,1,0,0,1.0,1.0
Lecture 16,Slide21,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide21,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide21,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 16,Slide22,OpenGVLab__InternVL3-14B,1,1,5,5,1.0,1.0
Lecture 16,Slide22,Qwen__Qwen2-VL-7B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide22,Qwen__Qwen3-VL-4B-Instruct,1,1,0,0,1.0,1.0
Lecture 16,Slide22,llava-hf__llava-onevision-qwen2-7b-ov-hf,1,1,0,0,1.0,1.0
Lecture 16,Slide23,OpenGVLab__InternVL3-14B,7,7,0,0,1.0,1.0
