lecture,slide,local_mtime,chain_timestamp,time_gap_sec
11,14,1764822749.8327076,1764826027,3277.167292356491
11,15,1764822749.833852,1764826028,3278.1661479473114
11,16,1764822749.833852,1764826029,3279.1661479473114
11,17,1764822749.8347466,1764826030,3280.1652534008026
11,18,1764822749.835775,1764826031,3281.164225101471
11,19,1764822749.836469,1764826032,3282.163531064987
11,2,1764822749.836469,1764826015,3265.163531064987
11,20,1764822749.8374515,1764826033,3283.1625485420227
11,21,1764822749.8374515,1764826034,3284.1625485420227
11,22,1764822749.8385558,1764826035,3285.1614441871643
11,23,1764822749.8394217,1764826036,3286.160578250885
11,24,1764822749.8394217,1764826037,3287.160578250885
11,25,1764822749.8404555,1764826038,3288.159544467926
11,26,1764822749.8404555,1764826039,3289.159544467926
11,27,1764822749.8414817,1764826040,3290.1585183143616
11,28,1764822749.8424482,1764826041,3291.157551765442
11,29,1764822749.8424482,1764826042,3292.157551765442
11,3,1764822749.8435507,1764826016,3266.156449317932
11,30,1764822749.8435507,1764826043,3293.156449317932
11,31,1764822749.8435507,1764826044,3294.156449317932
11,32,1764822749.845231,1764826045,3295.1547689437866
11,33,1764822749.8455837,1764826046,3296.154416322708
11,34,1764822749.8463135,1764826047,3297.1536865234375
11,35,1764822749.8463135,1764826048,3298.1536865234375
11,36,1764822749.8472755,1764826049,3299.152724504471
11,37,1764822749.8472755,1764826050,3300.152724504471
11,38,1764822749.8484733,1764826051,3301.1515266895294
11,39,1764822749.849327,1764826052,3302.1506729125977
11,4,1764822749.8502784,1764826017,3267.149721622467
11,40,1764822749.8512423,1764826053,3303.1487576961517
11,41,1764822749.8512423,1764826054,3304.1487576961517
11,42,1764822749.8524187,1764826055,3305.1475813388824
11,43,1764822749.8524187,1764826056,3306.1475813388824
11,44,1764822749.8533201,1764826057,3307.146679878235
11,45,1764822749.8543768,1764826058,3308.1456232070923
11,46,1764822749.8550582,1764826059,3309.144941806793
11,47,1764822749.8554826,1764826060,3310.1445174217224
11,48,1764822749.8561113,1764826061,3311.1438887119293
11,49,1764822749.857153,1764826062,3312.142847061157
11,5,1764822749.857153,1764826018,3268.142847061157
11,50,1764822749.8581357,1764826063,3313.141864299774
11,51,1764822749.859087,1764826064,3314.1409130096436
11,52,1764822749.859087,1764826065,3315.1409130096436
11,53,1764822749.860243,1764826066,3316.1397569179535
11,54,1764822749.860243,1764826067,3317.1397569179535
11,55,1764822749.8610852,1764826068,3318.138914823532
11,56,1764822749.8620853,1764826069,3319.137914657593
11,57,1764822749.8620853,1764826070,3320.137914657593
11,58,1764822749.863153,1764826071,3321.1368470191956
11,59,1764822749.863153,1764826072,3322.1368470191956
11,6,1764822749.864335,1764826019,3269.1356649398804
11,60,1764822749.8654294,1764826073,3323.1345705986023
11,61,1764822749.8660762,1764826074,3324.133923768997
11,62,1764822749.8669953,1764826075,3325.1330046653748
11,63,1764822749.8679533,1764826076,3326.132046699524
11,64,1764822749.8679533,1764826077,3327.132046699524
11,7,1764822749.8689668,1764826020,3270.131033182144
11,8,1764822749.8689668,1764826021,3271.131033182144
11,9,1764822749.8700714,1764826022,3272.129928588867
12,1,1764822749.8709757,1764826078,3328.1290242671967
12,10,1764822749.8709757,1764826087,3337.1290242671967
12,11,1764822749.872078,1764826088,3338.1279220581055
12,12,1764822749.8730884,1764826089,3339.1269116401672
12,13,1764822749.8730884,1764826090,3340.1269116401672
12,14,1764822749.874138,1764826091,3341.1258618831635
12,15,1764822749.874138,1764826092,3342.1258618831635
12,16,1764822749.8751655,1764826093,3343.124834537506
12,17,1764822749.8757384,1764826094,3344.1242616176605
12,18,1764822749.8757384,1764826095,3345.1242616176605
12,19,1764822749.8767748,1764826096,3346.123225212097
12,2,1764822749.8767748,1764826079,3329.123225212097
12,20,1764822749.8779216,1764826097,3347.1220784187317
12,21,1764822749.8789115,1764826098,3348.1210885047913
12,22,1764822749.8789115,1764826099,3349.1210885047913
12,23,1764822749.8799286,1764826100,3350.120071411133
12,24,1764822749.8807473,1764826101,3351.119252681732
12,25,1764822749.8807473,1764826102,3352.119252681732
12,26,1764822749.8827467,1764826103,3353.117253303528
12,27,1764822749.8837729,1764826104,3354.1162271499634
12,28,1764822749.8837729,1764826105,3355.1162271499634
12,29,1764822749.8837729,1764826106,3356.1162271499634
12,3,1764822749.8854501,1764826080,3330.1145498752594
12,30,1764822749.8858428,1764826107,3357.1141571998596
12,31,1764822749.8866322,1764826108,3358.113367795944
12,32,1764822749.8875484,1764826109,3359.1124515533447
12,33,1764822749.8875484,1764826110,3360.1124515533447
12,34,1764822749.888611,1764826111,3361.1113889217377
12,35,1764822749.888611,1764826112,3362.1113889217377
12,36,1764822749.8895376,1764826113,3363.1104624271393
12,37,1764822749.8905997,1764826114,3364.1094002723694
12,38,1764822749.8905997,1764826115,3365.1094002723694
12,39,1764822749.8916414,1764826116,3366.1083586215973
12,4,1764822749.8916414,1764826081,3331.1083586215973
12,40,1764822749.8926165,1764826117,3367.1073834896088
12,41,1764822749.893538,1764826118,3368.1064620018005
12,42,1764822749.893538,1764826119,3369.1064620018005
12,43,1764822749.893538,1764826120,3370.1064620018005
12,44,1764822749.8950906,1764826121,3371.1049094200134
12,45,1764822749.8962042,1764826122,3372.1037957668304
12,46,1764822749.8962042,1764826123,3373.1037957668304
12,47,1764822749.8972616,1764826124,3374.102738380432
12,48,1764822749.8972616,1764826125,3375.102738380432
12,49,1764822749.8988092,1764826126,3376.101190805435
12,5,1764822749.8999364,1764826082,3332.100063562393
12,50,1764822749.8999364,1764826127,3377.100063562393
12,6,1764822749.9009356,1764826083,3333.099064350128
12,7,1764822749.9018335,1764826084,3334.0981664657593
12,8,1764822749.9018335,1764826085,3335.0981664657593
12,9,1764822749.902831,1764826086,3336.0971689224243
13,1,1764822749.9038632,1764826128,3378.0961368083954
13,10,1764822749.9038632,1764826137,3387.0961368083954
13,11,1764822749.9048707,1764826138,3388.09512925148
13,12,1764822749.9055204,1764826139,3389.094479560852
13,13,1764822749.9055204,1764826140,3390.094479560852
13,14,1764822749.9066482,1764826141,3391.093351840973
13,15,1764822749.9066482,1764826142,3392.093351840973
13,16,1764822749.9076378,1764826143,3393.092362165451
13,17,1764822749.9076378,1764826144,3394.092362165451
13,18,1764822749.9085476,1764826145,3395.091452360153
13,19,1764822749.9085476,1764826146,3396.091452360153
13,2,1764822749.909695,1764826129,3379.0903050899506
13,20,1764822749.9106073,1764826147,3397.0893926620483
13,21,1764822749.9106073,1764826148,3398.0893926620483
13,22,1764822749.9115417,1764826149,3399.088458299637
13,23,1764822749.91252,1764826150,3400.087480068207
13,24,1764822749.91252,1764826151,3401.087480068207
13,25,1764822749.913669,1764826152,3402.0863308906555
13,26,1764822749.913669,1764826153,3403.0863308906555
13,27,1764822749.913669,1764826154,3404.0863308906555
13,28,1764822749.9153028,1764826155,3405.0846972465515
13,29,1764822749.9163349,1764826156,3406.0836651325226
13,3,1764822749.9163349,1764826130,3380.0836651325226
13,30,1764822749.9174848,1764826157,3407.0825152397156
13,31,1764822749.9174848,1764826158,3408.0825152397156
13,32,1764822749.9184053,1764826159,3409.0815947055817
13,33,1764822749.9193528,1764826160,3410.0806472301483
13,34,1764822749.9193528,1764826161,3411.0806472301483
13,35,1764822749.9193528,1764826162,3412.0806472301483
13,36,1764822749.9204469,1764826163,3413.079553127289
13,37,1764822749.9214225,1764826164,3414.078577518463
13,38,1764822749.9214225,1764826165,3415.078577518463
13,39,1764822749.9223118,1764826166,3416.077688217163
13,4,1764822749.923329,1764826131,3381.076670885086
13,40,1764822749.923329,1764826167,3417.076670885086
13,41,1764822749.923329,1764826168,3418.076670885086
13,42,1764822749.9248798,1764826169,3419.0751202106476
13,43,1764822749.9252234,1764826170,3420.074776649475
13,44,1764822749.926022,1764826171,3421.073977947235
13,45,1764822749.926022,1764826172,3422.073977947235
13,46,1764822749.9268968,1764826173,3423.0731031894684
13,47,1764822749.9268968,1764826174,3424.0731031894684
13,48,1764822749.9280345,1764826175,3425.071965456009
13,49,1764822749.9280345,1764826176,3426.071965456009
13,5,1764822749.9289005,1764826132,3382.0710995197296
13,50,1764822749.9289005,1764826177,3427.0710995197296
13,6,1764822749.929915,1764826133,3383.0700850486755
13,7,1764822749.929915,1764826134,3384.0700850486755
13,8,1764822749.9308908,1764826135,3385.0691092014313
13,9,1764822749.9318938,1764826136,3386.068106174469
14,1,1764822749.9328895,1764826178,3428.0671105384827
14,10,1764822749.9328895,1764826187,3437.0671105384827
14,11,1764822749.9340816,1764826188,3438.065918445587
14,12,1764822749.9340816,1764826189,3439.065918445587
14,13,1764822749.9354556,1764826190,3440.064544439316
14,14,1764822749.9354556,1764826191,3441.064544439316
14,15,1764822749.9366186,1764826192,3442.063381433487
14,16,1764822749.9366186,1764826193,3443.063381433487
14,17,1764822749.9374633,1764826194,3444.062536716461
14,18,1764822749.9374633,1764826195,3445.062536716461
14,19,1764822749.938658,1764826196,3446.0613420009613
14,2,1764822749.9394708,1764826179,3429.060529232025
14,20,1764822749.9394708,1764826197,3447.060529232025
14,21,1764822749.9404671,1764826198,3448.059532880783
14,22,1764822749.9414725,1764826199,3449.058527469635
14,23,1764822749.942657,1764826200,3450.057343006134
14,24,1764822749.9434838,1764826201,3451.0565161705017
14,25,1764822749.9434838,1764826202,3452.0565161705017
14,26,1764822749.9450574,1764826203,3453.0549426078796
14,27,1764822749.945366,1764826204,3454.0546340942383
14,28,1764822749.9461677,1764826205,3455.0538322925568
14,29,1764822749.9470677,1764826206,3456.0529322624207
14,3,1764822749.9470677,1764826180,3430.0529322624207
14,30,1764822749.9482183,1764826207,3457.051781654358
14,31,1764822749.9491534,1764826208,3458.0508465766907
14,32,1764822749.9491534,1764826209,3459.0508465766907
14,33,1764822749.9501276,1764826210,3460.0498723983765
14,34,1764822749.9501276,1764826211,3461.0498723983765
14,35,1764822749.9512286,1764826212,3462.048771381378
14,36,1764822749.952111,1764826213,3463.047888994217
14,37,1764822749.952111,1764826214,3464.047888994217
14,38,1764822749.9532497,1764826215,3465.046750307083
14,39,1764822749.9540951,1764826216,3466.0459048748016
14,4,1764822749.9540951,1764826181,3431.0459048748016
14,40,1764822749.9551766,1764826217,3467.044823408127
14,41,1764822749.9557908,1764826218,3468.044209241867
14,42,1764822749.9557908,1764826219,3469.044209241867
14,43,1764822749.9568,1764826220,3470.0432000160217
14,44,1764822749.9578557,1764826221,3471.0421442985535
14,45,1764822749.9578557,1764826222,3472.0421442985535
14,46,1764822749.9589324,1764826223,3473.0410676002502
14,47,1764822749.9589324,1764826224,3474.0410676002502
14,48,1764822749.9598088,1764826225,3475.0401911735535
14,49,1764822749.9608192,1764826226,3476.0391807556152
14,5,1764822749.9608192,1764826182,3432.0391807556152
14,50,1764822749.9617946,1764826227,3477.038205385208
14,51,1764822749.9617946,1764826228,3478.038205385208
14,52,1764822749.9627943,1764826229,3479.037205696106
14,53,1764822749.9637966,1764826230,3480.0362033843994
14,54,1764822749.9637966,1764826231,3481.0362033843994
14,55,1764822749.965031,1764826232,3482.0349690914154
14,56,1764822749.9656067,1764826233,3483.034393310547
14,57,1764822749.966667,1764826234,3484.0333330631256
14,58,1764822749.9677064,1764826235,3485.0322935581207
14,59,1764822749.9677064,1764826236,3486.0322935581207
14,6,1764822749.9688146,1764826183,3433.031185388565
14,60,1764822749.9697962,1764826237,3487.030203819275
14,7,1764822749.9706163,1764826184,3434.029383659363
14,8,1764822749.9706163,1764826185,3435.029383659363
14,9,1764822749.9717002,1764826186,3436.028299808502
15,1,1764822749.9726536,1764826238,3488.0273463726044
15,10,1764822749.9726536,1764826247,3497.0273463726044
15,11,1764822749.9737701,1764826248,3498.0262298583984
15,12,1764822749.9737701,1764826249,3499.0262298583984
15,13,1764822749.9737701,1764826250,3500.0262298583984
15,14,1764822749.975284,1764826251,3501.024715900421
15,15,1764822749.975284,1764826252,3502.024715900421
15,16,1764822749.9763107,1764826253,3503.0236892700195
15,17,1764822749.9773462,1764826254,3504.0226538181305
15,18,1764822749.978298,1764826255,3505.0217020511627
15,19,1764822749.978298,1764826256,3506.0217020511627
15,2,1764822749.9793122,1764826239,3489.020687818527
15,20,1764822749.9793122,1764826257,3507.020687818527
15,21,1764822749.980377,1764826258,3508.019623041153
15,22,1764822749.9813368,1764826259,3509.0186631679535
15,23,1764822749.9813368,1764826260,3510.0186631679535
15,24,1764822749.9824157,1764826261,3511.017584323883
15,25,1764822749.9835384,1764826262,3512.016461610794
15,26,1764822749.9835384,1764826263,3513.016461610794
15,27,1764822749.9835384,1764826264,3514.016461610794
15,28,1764822749.985415,1764826265,3515.014585018158
15,29,1764822749.9861925,1764826266,3516.0138075351715
15,3,1764822749.9861925,1764826240,3490.0138075351715
15,30,1764822749.9872181,1764826267,3517.012781858444
15,4,1764822749.9881516,1764826241,3491.011848449707
15,5,1764822749.9881516,1764826242,3492.011848449707
15,6,1764822749.9892688,1764826243,3493.0107312202454
15,7,1764822749.9900815,1764826244,3494.009918451309
15,8,1764822749.991071,1764826245,3495.008929014206
15,9,1764822749.991071,1764826246,3496.008929014206
16,1,1764822749.992167,1764826268,3518.007833003998
16,10,1764822749.9931529,1764826277,3527.006847143173
16,11,1764822749.9931529,1764826278,3528.006847143173
16,12,1764822749.994163,1764826279,3529.0058369636536
16,13,1764822749.994163,1764826280,3530.0058369636536
16,14,1764822749.995099,1764826281,3531.004900932312
16,15,1764822749.9956503,1764826282,3532.004349708557
16,16,1764822749.9956503,1764826283,3533.004349708557
16,17,1764822749.9968195,1764826284,3534.003180503845
16,18,1764822749.997759,1764826285,3535.002240896225
16,19,1764822749.997759,1764826286,3536.002240896225
16,2,1764822749.9988434,1764826269,3519.001156568527
16,20,1764822749.9994833,1764826287,3537.000516653061
16,21,1764822750.000688,1764826288,3537.9993119239807
16,22,1764822750.000688,1764826289,3538.9993119239807
16,23,1764822750.0015032,1764826290,3539.9984967708588
16,24,1764822750.0026236,1764826291,3540.9973764419556
16,25,1764822750.0026236,1764826292,3541.9973764419556
16,26,1764822750.003575,1764826293,3542.9964249134064
16,27,1764822750.003575,1764826294,3543.9964249134064
16,28,1764822750.003575,1764826295,3544.9964249134064
16,29,1764822750.0051012,1764826296,3545.9948987960815
16,3,1764822750.0061133,1764826270,3519.9938867092133
16,30,1764822750.0061133,1764826297,3546.9938867092133
16,31,1764822750.0072532,1764826298,3547.9927468299866
16,32,1764822750.0072532,1764826299,3548.9927468299866
16,33,1764822750.008274,1764826300,3549.991725921631
16,34,1764822750.008274,1764826301,3550.991725921631
16,35,1764822750.0091863,1764826302,3551.990813732147
16,36,1764822750.0091863,1764826303,3552.990813732147
16,37,1764822750.0103872,1764826304,3553.9896128177643
16,38,1764822750.0113108,1764826305,3554.988689184189
16,39,1764822750.0121236,1764826306,3555.9878764152527
16,4,1764822750.0121236,1764826271,3520.9878764152527
16,40,1764822750.013128,1764826307,3556.986871957779
16,41,1764822750.014294,1764826308,3557.985706090927
16,42,1764822750.014811,1764826309,3558.985188961029
16,43,1764822750.0159023,1764826310,3559.9840977191925
16,44,1764822750.016884,1764826311,3560.9831159114838
16,45,1764822750.016884,1764826312,3561.9831159114838
16,46,1764822750.0179367,1764826313,3562.982063293457
16,47,1764822750.0188944,1764826314,3563.981105566025
16,48,1764822750.0188944,1764826315,3564.981105566025
16,49,1764822750.019905,1764826316,3565.980094909668
16,5,1764822750.0208588,1764826272,3521.9791412353516
16,50,1764822750.0208588,1764826317,3566.9791412353516
16,51,1764822750.02183,1764826318,3567.9781699180603
16,52,1764822750.0228698,1764826319,3568.977130174637
16,53,1764822750.0228698,1764826320,3569.977130174637
16,54,1764822750.0239289,1764826321,3570.9760711193085
16,55,1764822750.0239289,1764826322,3571.9760711193085
16,6,1764822750.0249705,1764826273,3522.9750294685364
16,7,1764822750.025664,1764826274,3523.9743359088898
16,8,1764822750.025664,1764826275,3524.9743359088898
16,9,1764822750.0268307,1764826276,3525.973169326782
17,1,1764822750.0278373,1764826323,3572.9721627235413
17,10,1764822750.0278373,1764826332,3581.9721627235413
17,11,1764822750.028857,1764826333,3582.9711430072784
17,12,1764822750.0296938,1764826334,3583.970306158066
17,13,1764822750.0296938,1764826335,3584.970306158066
17,14,1764822750.0309005,1764826336,3585.969099521637
17,15,1764822750.0309005,1764826337,3586.969099521637
17,16,1764822750.0317204,1764826338,3587.9682796001434
17,17,1764822750.0327742,1764826339,3588.967225790024
17,18,1764822750.0336726,1764826340,3589.9663274288177
17,19,1764822750.0336726,1764826341,3590.9663274288177
17,2,1764822750.0352275,1764826324,3573.964772462845
17,20,1764822750.0352275,1764826342,3591.964772462845
17,21,1764822750.0362375,1764826343,3592.963762521744
17,22,1764822750.037235,1764826344,3593.962764978409
17,23,1764822750.037235,1764826345,3594.962764978409
17,24,1764822750.0382423,1764826346,3595.961757659912
17,25,1764822750.0382423,1764826347,3596.961757659912
17,26,1764822750.0393767,1764826348,3597.9606232643127
17,27,1764822750.0393767,1764826349,3598.9606232643127
17,28,1764822750.040235,1764826350,3599.959764957428
17,29,1764822750.0412955,1764826351,3600.958704471588
17,3,1764822750.0412955,1764826325,3574.958704471588
17,30,1764822750.0423336,1764826352,3601.9576663970947
17,31,1764822750.0423336,1764826353,3602.9576663970947
17,32,1764822750.0432446,1764826354,3603.956755399704
17,33,1764822750.0432446,1764826355,3604.956755399704
17,34,1764822750.0449576,1764826356,3605.955042362213
17,35,1764822750.0449576,1764826357,3606.955042362213
17,36,1764822750.0460703,1764826358,3607.9539296627045
17,37,1764822750.0460703,1764826359,3608.9539296627045
17,38,1764822750.0470908,1764826360,3609.952909231186
17,39,1764822750.0480468,1764826361,3610.9519531726837
17,4,1764822750.0490146,1764826326,3575.950985431671
17,40,1764822750.0490146,1764826362,3611.950985431671
17,41,1764822750.0500915,1764826363,3612.9499084949493
17,42,1764822750.0510223,1764826364,3613.9489777088165
17,43,1764822750.0510223,1764826365,3614.9489777088165
17,44,1764822750.051997,1764826366,3615.948003053665
17,45,1764822750.0530095,1764826367,3616.9469904899597
17,46,1764822750.0539796,1764826368,3617.9460203647614
17,47,1764822750.055525,1764826369,3618.9444749355316
17,48,1764822750.0566392,1764826370,3619.9433608055115
17,49,1764822750.0566392,1764826371,3620.9433608055115
17,5,1764822750.0577922,1764826327,3576.942207813263
17,50,1764822750.0577922,1764826372,3621.942207813263
17,51,1764822750.058527,1764826373,3622.941473007202
17,52,1764822750.0595918,1764826374,3623.940408229828
17,53,1764822750.0595918,1764826375,3624.940408229828
17,54,1764822750.0607066,1764826376,3625.939293384552
17,55,1764822750.0607066,1764826377,3626.939293384552
17,6,1764822750.0616562,1764826328,3577.9383437633514
17,7,1764822750.0625374,1764826329,3578.937462568283
17,8,1764822750.0625374,1764826330,3579.937462568283
17,9,1764822750.0636022,1764826331,3580.936397790909
18,1,1764822750.0636022,1764826378,3627.936397790909
18,10,1764822750.0652442,1764826387,3636.9347558021545
18,11,1764822750.0663915,1764826388,3637.933608531952
18,12,1764822750.0673044,1764826389,3638.9326956272125
18,13,1764822750.0673044,1764826390,3639.9326956272125
18,14,1764822750.0683599,1764826391,3640.931640148163
18,15,1764822750.0693963,1764826392,3641.9306037425995
18,16,1764822750.0693963,1764826393,3642.9306037425995
18,17,1764822750.0703533,1764826394,3643.929646730423
18,18,1764822750.0703533,1764826395,3644.929646730423
18,19,1764822750.0713985,1764826396,3645.928601503372
18,2,1764822750.072334,1764826379,3628.927665948868
18,20,1764822750.073264,1764826397,3646.9267361164093
18,21,1764822750.073264,1764826398,3647.9267361164093
18,22,1764822750.073264,1764826399,3648.9267361164093
18,23,1764822750.074983,1764826400,3649.925017118454
18,24,1764822750.0753775,1764826401,3650.9246225357056
18,25,1764822750.0761259,1764826402,3651.9238741397858
18,26,1764822750.0770297,1764826403,3652.9229702949524
18,27,1764822750.0770297,1764826404,3653.9229702949524
18,28,1764822750.0780356,1764826405,3654.921964406967
18,29,1764822750.0780356,1764826406,3655.921964406967
18,3,1764822750.0790396,1764826380,3629.9209604263306
18,30,1764822750.0800152,1764826407,3656.919984817505
18,31,1764822750.081013,1764826408,3657.9189870357513
18,32,1764822750.081013,1764826409,3658.9189870357513
18,33,1764822750.0820136,1764826410,3659.917986392975
18,34,1764822750.0829997,1764826411,3660.9170002937317
18,35,1764822750.0829997,1764826412,3661.9170002937317
18,36,1764822750.0841196,1764826413,3662.9158804416656
18,37,1764822750.0841196,1764826414,3663.9158804416656
18,38,1764822750.0850346,1764826415,3664.914965391159
18,39,1764822750.0856266,1764826416,3665.914373397827
18,4,1764822750.0856266,1764826381,3630.914373397827
18,40,1764822750.086727,1764826417,3666.9132730960846
18,41,1764822750.0876791,1764826418,3667.9123208522797
18,42,1764822750.0876791,1764826419,3668.9123208522797
18,43,1764822750.0886855,1764826420,3669.9113144874573
18,44,1764822750.0886855,1764826421,3670.9113144874573
18,45,1764822750.0898042,1764826422,3671.910195827484
18,46,1764822750.0906615,1764826423,3672.9093384742737
18,47,1764822750.0916388,1764826424,3673.908361196518
18,48,1764822750.0916388,1764826425,3674.908361196518
18,49,1764822750.092688,1764826426,3675.9073119163513
18,5,1764822750.092688,1764826382,3631.9073119163513
18,50,1764822750.0936408,1764826427,3676.9063591957092
18,51,1764822750.0936408,1764826428,3677.9063591957092
18,52,1764822750.0936408,1764826429,3678.9063591957092
18,53,1764822750.0955682,1764826430,3679.9044318199158
18,54,1764822750.0962493,1764826431,3680.9037506580353
18,55,1764822750.0962493,1764826432,3681.9037506580353
18,6,1764822750.0973258,1764826383,3632.9026741981506
18,7,1764822750.0973258,1764826384,3633.9026741981506
18,8,1764822750.0988605,1764826385,3634.901139497757
18,9,1764822750.1000009,1764826386,3635.899999141693
19,1,1764822750.1009462,1764826433,3682.899053812027
19,10,1764822750.1009462,1764826442,3691.899053812027
19,11,1764822750.1019206,1764826443,3692.898079395294
19,12,1764822750.1019206,1764826444,3693.898079395294
19,13,1764822750.102978,1764826445,3694.897022008896
19,14,1764822750.103898,1764826446,3695.896101951599
19,15,1764822750.103898,1764826447,3696.896101951599
19,16,1764822750.104913,1764826448,3697.895087003708
19,17,1764822750.1055937,1764826449,3698.8944063186646
19,18,1764822750.1055937,1764826450,3699.8944063186646
19,19,1764822750.10674,1764826451,3700.8932600021362
