lecture,slide,status,local_hash,onchain_hash
1,33,match,0xd2adcf941f060e37bc594593e5e090224a81f278ab68f020f4ac6b1d0a590173,0xd2adcf941f060e37bc594593e5e090224a81f278ab68f020f4ac6b1d0a590173
1,34,match,0xa5bf04c7fb62c66631f2327f636cd4bc0936e480c7625accd90dcc1b8d7a03a3,0xa5bf04c7fb62c66631f2327f636cd4bc0936e480c7625accd90dcc1b8d7a03a3
1,35,match,0xd4db6517c19164f16ab4ab35f535d6a3c8d4a0e85a247416c712d84eb2d76d2e,0xd4db6517c19164f16ab4ab35f535d6a3c8d4a0e85a247416c712d84eb2d76d2e
1,36,match,0x3396bd97c9be8eb27ad31b4fa9dcdb1a45995139b3d78da18a3eac8cd99e2fd0,0x3396bd97c9be8eb27ad31b4fa9dcdb1a45995139b3d78da18a3eac8cd99e2fd0
1,37,match,0x9f77acdb38625dc36e436b37a0591d1bb2be9ebd8e902bf673b4d3728ee577d8,0x9f77acdb38625dc36e436b37a0591d1bb2be9ebd8e902bf673b4d3728ee577d8
1,38,match,0xfabda7ebedfb414a6b5e8fc5f49443bee74e77438a1e7c4b89e52eeca8b994b7,0xfabda7ebedfb414a6b5e8fc5f49443bee74e77438a1e7c4b89e52eeca8b994b7
1,39,match,0x38719d8fa93e7727f2bb6c763e5e9b39d8ca88637d113e951024c3860446991e,0x38719d8fa93e7727f2bb6c763e5e9b39d8ca88637d113e951024c3860446991e
1,4,match,0x0c3dba8d73ce3afc6a9e5c78ff48e1020d5dcf3ecb3a7c9b7bf3cc8001b22fd9,0x0c3dba8d73ce3afc6a9e5c78ff48e1020d5dcf3ecb3a7c9b7bf3cc8001b22fd9
1,40,match,0x80ed16193b0a3775db3ba62aab95db6763f37a5f463de7f0531fceffb2c6e096,0x80ed16193b0a3775db3ba62aab95db6763f37a5f463de7f0531fceffb2c6e096
1,41,match,0x8fa67e1ef53eb6022be7efb712efe96b49d2f42c45fc564734c354b15953f4bf,0x8fa67e1ef53eb6022be7efb712efe96b49d2f42c45fc564734c354b15953f4bf
1,42,match,0xd8df79360ad688a5d23c55b0c92fe06027591a27969df59210f9d49f9030ac52,0xd8df79360ad688a5d23c55b0c92fe06027591a27969df59210f9d49f9030ac52
1,43,match,0x629ce9aa8bb13b2090b6ce5f0d82c7dbd784bcc7cefe02b57f9527e7ea35b0f1,0x629ce9aa8bb13b2090b6ce5f0d82c7dbd784bcc7cefe02b57f9527e7ea35b0f1
1,44,match,0x3f5cd60585d91fc0499069e19ab03caf71295f59db010365e53b167b773a873a,0x3f5cd60585d91fc0499069e19ab03caf71295f59db010365e53b167b773a873a
1,45,match,0x47c92e3887fbfb99c51d59a3c92c53acf57f80bd127a8066e00bd74b243a908d,0x47c92e3887fbfb99c51d59a3c92c53acf57f80bd127a8066e00bd74b243a908d
1,46,match,0x4831743c410acd4be11b9198bef5728c98476dfcc3e122b56219b3b4b1a03fd0,0x4831743c410acd4be11b9198bef5728c98476dfcc3e122b56219b3b4b1a03fd0
1,47,match,0x1ee4a7f56f9bdabb455eae72cbfd51ad914ab0f0c2a8e835b68043b69fa7835e,0x1ee4a7f56f9bdabb455eae72cbfd51ad914ab0f0c2a8e835b68043b69fa7835e
1,48,match,0x81e7646528b772fe31cddb679ea7d6bed3042cba0653f27a06d5fcb270124f2a,0x81e7646528b772fe31cddb679ea7d6bed3042cba0653f27a06d5fcb270124f2a
1,49,match,0xa29b79b5e23991d5b2db774487c59a8f54efe133849d5bd8d7ad83afe7144526,0xa29b79b5e23991d5b2db774487c59a8f54efe133849d5bd8d7ad83afe7144526
1,5,match,0x1d176878cf183881bf39d53a5f326f238e5892cda18f19e6fc5dfae9162d09e2,0x1d176878cf183881bf39d53a5f326f238e5892cda18f19e6fc5dfae9162d09e2
1,50,match,0x52ed38e5b8341f6f4ba91a661272c5fa0418f0dfa586f6dc5af27eae6b8c753e,0x52ed38e5b8341f6f4ba91a661272c5fa0418f0dfa586f6dc5af27eae6b8c753e
1,6,match,0xb3a033993abc27c66308972c7de8aac6aa60b05a6095cef7758df551c97f4208,0xb3a033993abc27c66308972c7de8aac6aa60b05a6095cef7758df551c97f4208
1,7,match,0x49cef2f3a75952d8701af04b009d4333b77a78d80e5fe291884419a647b33793,0x49cef2f3a75952d8701af04b009d4333b77a78d80e5fe291884419a647b33793
1,8,match,0x99b761955f32d3876d3b65282c0ff8bd82f5dae5c085e0da01c5bf831a29d9e1,0x99b761955f32d3876d3b65282c0ff8bd82f5dae5c085e0da01c5bf831a29d9e1
1,9,match,0x1a766f24755ec0373bd476a86be3471630b9fefe8accec8dc159dafcee636525,0x1a766f24755ec0373bd476a86be3471630b9fefe8accec8dc159dafcee636525
10,1,match,0xc5888af5b822f4bb9198fd28fd346f90cc8afb26fc760e4b722c6c2c219cada2,0xc5888af5b822f4bb9198fd28fd346f90cc8afb26fc760e4b722c6c2c219cada2
10,10,match,0xf2cdb1549d79f26e0138332c37a6f411d4eecd1d12376c2cfa9ddf51034bafc7,0xf2cdb1549d79f26e0138332c37a6f411d4eecd1d12376c2cfa9ddf51034bafc7
10,11,match,0xd070c3eadfbe189aa0d929301d75943f44170ec00c77db9597b2bee5eeb74253,0xd070c3eadfbe189aa0d929301d75943f44170ec00c77db9597b2bee5eeb74253
10,12,match,0x7817b9d32cdb602c6984fd9f48d629aa6869df6cccf1962c3bb109540cfa789b,0x7817b9d32cdb602c6984fd9f48d629aa6869df6cccf1962c3bb109540cfa789b
10,13,match,0x14c4d982094dd219745b0c007f053e6f672a679bb3aee55b6c228482e7e0b08f,0x14c4d982094dd219745b0c007f053e6f672a679bb3aee55b6c228482e7e0b08f
10,14,match,0x3706fcac31e788aad2b11a10b057266c15a650263da993f5449fa3abce6f095e,0x3706fcac31e788aad2b11a10b057266c15a650263da993f5449fa3abce6f095e
10,15,match,0xb1aa69211dc6b8a6896ba4f6d3d7f987fe9ddf68535d59940cc401346bfb967f,0xb1aa69211dc6b8a6896ba4f6d3d7f987fe9ddf68535d59940cc401346bfb967f
10,16,match,0x45b00a26e209e605bca1b8e2a5941140a2845ca338a6c915821b1dd71dd0dd9a,0x45b00a26e209e605bca1b8e2a5941140a2845ca338a6c915821b1dd71dd0dd9a
10,17,match,0x3f00757ce0c76dbcc7e75cb4c050b8758c104dc6b38d6a64a42c0ea06846f67d,0x3f00757ce0c76dbcc7e75cb4c050b8758c104dc6b38d6a64a42c0ea06846f67d
10,18,match,0x6d18925d881a375673f66631772111dbaecacdbd647f43e11879c9a2b47839e7,0x6d18925d881a375673f66631772111dbaecacdbd647f43e11879c9a2b47839e7
10,19,match,0x9b0ca4a08066aa0ff15193e54475e8069dc7f8684ec6e4afd34b6cf3cd5e29d7,0x9b0ca4a08066aa0ff15193e54475e8069dc7f8684ec6e4afd34b6cf3cd5e29d7
10,2,match,0x57db322fba9f9d91048bb9ab3d651a01fcc85329b8ecbbf2dc149b08d9436146,0x57db322fba9f9d91048bb9ab3d651a01fcc85329b8ecbbf2dc149b08d9436146
10,20,match,0xbd3abb34f51a7b3ce626cba7e865831ab7733423e7f48e5b0a9c00f5f584e3e4,0xbd3abb34f51a7b3ce626cba7e865831ab7733423e7f48e5b0a9c00f5f584e3e4
10,21,match,0x62ced394fc79ea71dc5b42c3f1969635e778f11710f3ac52f86707dac125a274,0x62ced394fc79ea71dc5b42c3f1969635e778f11710f3ac52f86707dac125a274
10,22,match,0xf1dbd95b737e59dde738f33b0cfb4351be37360f02939429f0fbe26f1d892665,0xf1dbd95b737e59dde738f33b0cfb4351be37360f02939429f0fbe26f1d892665
10,23,match,0xc03bf23d01b52a7840717b49476b2d0add8dd5cc84165344c6ecaf7cbdf04c75,0xc03bf23d01b52a7840717b49476b2d0add8dd5cc84165344c6ecaf7cbdf04c75
10,24,match,0x4d6ac8bfb07e171754994cfe8c0805be9223c46e638825927afd47dd539066c5,0x4d6ac8bfb07e171754994cfe8c0805be9223c46e638825927afd47dd539066c5
10,25,match,0xc14fcb2849bc68a7fd4530df9067ad849afa65866a737ea25ae3ff9233e5c01d,0xc14fcb2849bc68a7fd4530df9067ad849afa65866a737ea25ae3ff9233e5c01d
10,26,match,0xb007da9bb64dfae76ef4909d88e037bd2b7de9503b24a3027d8e43c52ce78e7e,0xb007da9bb64dfae76ef4909d88e037bd2b7de9503b24a3027d8e43c52ce78e7e
10,27,match,0x7ee34b4ecd086e6051e84780936b3494af543362bf0c664af46fdf40d5952aa1,0x7ee34b4ecd086e6051e84780936b3494af543362bf0c664af46fdf40d5952aa1
10,28,match,0x242b4b51da2a4d4d44bc8c2063f51a48ff35d016b9976cb90c9d72d8e8bca568,0x242b4b51da2a4d4d44bc8c2063f51a48ff35d016b9976cb90c9d72d8e8bca568
10,29,match,0x084ae6a88598214ce406a5361fa3d89979de0ce8e9f1583d825ffa51e83d7063,0x084ae6a88598214ce406a5361fa3d89979de0ce8e9f1583d825ffa51e83d7063
10,3,match,0x8242f46b20efda6e6cbec865a7bf31af5506bd641dc2f7f48b635d2148914d68,0x8242f46b20efda6e6cbec865a7bf31af5506bd641dc2f7f48b635d2148914d68
10,30,match,0x21df5157d0272c2db7dfb91830e88debd863f8704f33e342bda3fcaea8cee734,0x21df5157d0272c2db7dfb91830e88debd863f8704f33e342bda3fcaea8cee734
10,31,match,0xd40849cdf84719ee89c7d4b24172f3ab60808a4daa7688cf3d2119e61abd5302,0xd40849cdf84719ee89c7d4b24172f3ab60808a4daa7688cf3d2119e61abd5302
10,32,match,0x49bad9ac89d5e0aded4b48d80dc02199701f9715c7b27d7db1ce390bbf8ff6dc,0x49bad9ac89d5e0aded4b48d80dc02199701f9715c7b27d7db1ce390bbf8ff6dc
10,33,match,0x73d52450ba57ffb70edac2a034347800ce079987de7b969b995abd443df11df7,0x73d52450ba57ffb70edac2a034347800ce079987de7b969b995abd443df11df7
10,34,match,0x9e3784779cfeb51c066122cf684e7074e520e8e3a61ef4bbfc7959cf08c3eae2,0x9e3784779cfeb51c066122cf684e7074e520e8e3a61ef4bbfc7959cf08c3eae2
10,35,match,0x7bd34fe2831dcdfa95bbfc89c2e72a305580f21a24913c4999112657cba7bb46,0x7bd34fe2831dcdfa95bbfc89c2e72a305580f21a24913c4999112657cba7bb46
10,36,match,0x4f05c58efaed095691e78159a6c68b48c4b1cf12b0d8d7ee66852b57e99a6c93,0x4f05c58efaed095691e78159a6c68b48c4b1cf12b0d8d7ee66852b57e99a6c93
10,37,match,0xc2b499e34eaf120b8ac30a925f9505cc3f2348a38fe6bcf5f3aa402c2acaf50f,0xc2b499e34eaf120b8ac30a925f9505cc3f2348a38fe6bcf5f3aa402c2acaf50f
10,38,match,0x43216d340a4658c1da8a08ae508c2d0654d6ef07748671062ea26fa348666050,0x43216d340a4658c1da8a08ae508c2d0654d6ef07748671062ea26fa348666050
10,39,match,0xa3632cdd6960b48ebfeb56703714cf212d9589069a9fb4f875e0f6b618ff12fe,0xa3632cdd6960b48ebfeb56703714cf212d9589069a9fb4f875e0f6b618ff12fe
10,4,match,0x714843eafec3dde95ea2d84000aa7988d62d2bc9e27412f587da9b3762251a7d,0x714843eafec3dde95ea2d84000aa7988d62d2bc9e27412f587da9b3762251a7d
10,40,match,0xd6d41db97f285e53efd45ab202c678980119c6e30e1d771c6604f1cefddb6869,0xd6d41db97f285e53efd45ab202c678980119c6e30e1d771c6604f1cefddb6869
10,41,match,0x87037fcc122d8ba61882b6f0cf69cf6dfd6aded938e18917eea8cc2ef27c3e2c,0x87037fcc122d8ba61882b6f0cf69cf6dfd6aded938e18917eea8cc2ef27c3e2c
10,42,match,0x2cd7f9677f8b2395d142fd2b41605919bb356ee85d53616e45c29fe56b3e2d1f,0x2cd7f9677f8b2395d142fd2b41605919bb356ee85d53616e45c29fe56b3e2d1f
10,43,match,0x68ce3eeb5fbea8c42d09e173f5e207aa3744ec06c8dd31cd9fe7c0c44660ad04,0x68ce3eeb5fbea8c42d09e173f5e207aa3744ec06c8dd31cd9fe7c0c44660ad04
10,44,match,0xea907220836d5a608ece2bd162c8e76293695df7a1ea1e9c0cb23e1577bd36d6,0xea907220836d5a608ece2bd162c8e76293695df7a1ea1e9c0cb23e1577bd36d6
10,45,match,0x9d35c8cf681ba6b567cbd511826ae4b2a898debbbd50ec5a7452fcfc9e7e4d3a,0x9d35c8cf681ba6b567cbd511826ae4b2a898debbbd50ec5a7452fcfc9e7e4d3a
10,46,match,0x8fc1aca1ac5c6c0e7b542a94f36a152a3ba7ae86652c62a24dd384205ca35fc2,0x8fc1aca1ac5c6c0e7b542a94f36a152a3ba7ae86652c62a24dd384205ca35fc2
10,47,match,0x7b38bfbef126d383ce1add0a918af5652536233e5554d6557b61091a7c925e52,0x7b38bfbef126d383ce1add0a918af5652536233e5554d6557b61091a7c925e52
10,48,match,0x8a8009d06aa4e3bc2175b508f0acfab3e1232a5448011f026764d6ecc8806aba,0x8a8009d06aa4e3bc2175b508f0acfab3e1232a5448011f026764d6ecc8806aba
10,49,match,0x361ee4b10655c85f942690446d1ebeb5c783b169d1c29066c9b02018e12a86cd,0x361ee4b10655c85f942690446d1ebeb5c783b169d1c29066c9b02018e12a86cd
10,5,match,0xaa69ba6e756a6694c5ce5bebde7dab00ef61dd0cc69d41343c2dd1dcf90fcdeb,0xaa69ba6e756a6694c5ce5bebde7dab00ef61dd0cc69d41343c2dd1dcf90fcdeb
10,50,match,0x0b6b9a0caea7b01988ec34ee5f087f343b2a1d162a7383174a09f9c80786809e,0x0b6b9a0caea7b01988ec34ee5f087f343b2a1d162a7383174a09f9c80786809e
10,6,match,0x5d3929e229437f329f1767f09d2e55b74c42aad4110b716cb299252e40135094,0x5d3929e229437f329f1767f09d2e55b74c42aad4110b716cb299252e40135094
10,7,match,0x6bf8870605614884782491d8d1981d471494d79ac6f7eaf7bc9187bf723fa8f7,0x6bf8870605614884782491d8d1981d471494d79ac6f7eaf7bc9187bf723fa8f7
10,8,match,0x1f25e80f0dbbff8c4ae5276f5f8d7c65b26a371c3fafa7edad85e85f345e41b5,0x1f25e80f0dbbff8c4ae5276f5f8d7c65b26a371c3fafa7edad85e85f345e41b5
10,9,match,0x79e23ba75c506def0e13f12de142392ee973f096cc16299ad09ad909c294f748,0x79e23ba75c506def0e13f12de142392ee973f096cc16299ad09ad909c294f748
11,1,match,0x3e45e89bd32c7ee11f726e8800fa7b3a2a7bd55a284dce16a8f30b38040a320b,0x3e45e89bd32c7ee11f726e8800fa7b3a2a7bd55a284dce16a8f30b38040a320b
11,10,match,0xa87b5cfe571ca70b92da373806d30481eb001e41b6965b05bcf530fc3b6ed216,0xa87b5cfe571ca70b92da373806d30481eb001e41b6965b05bcf530fc3b6ed216
11,11,match,0xaa0fda9ef8f4fc9a104ea42ccc16f36a5f5f6d58426591ea4428ae041fb305b4,0xaa0fda9ef8f4fc9a104ea42ccc16f36a5f5f6d58426591ea4428ae041fb305b4
11,12,match,0x13854d0b379a5b8e8aa1cd07d7c55f0720e904b9f3f167666b9be67eb0d5e532,0x13854d0b379a5b8e8aa1cd07d7c55f0720e904b9f3f167666b9be67eb0d5e532
11,13,match,0x235cb81d559c1e6a4c52d47dfb41998e1f40f811a457a2be6c3b97dbdfdd90e9,0x235cb81d559c1e6a4c52d47dfb41998e1f40f811a457a2be6c3b97dbdfdd90e9
11,14,match,0x3a872f641a9ff70d5dfe3429604891e91cc07db1e8dc5a480de91dbf05d3e5b0,0x3a872f641a9ff70d5dfe3429604891e91cc07db1e8dc5a480de91dbf05d3e5b0
11,15,match,0x00fc911b5a236bd93cff9dfb7ee2d234fa8861e3b5876df41e6f8e2ecb94580a,0x00fc911b5a236bd93cff9dfb7ee2d234fa8861e3b5876df41e6f8e2ecb94580a
11,16,match,0x1ae65087b32ff853387b006ad130855398df7226115d0c1ddac6a77dafee0788,0x1ae65087b32ff853387b006ad130855398df7226115d0c1ddac6a77dafee0788
11,17,match,0x015063d7c26353b2d34391393fa1eb7773cdf40c1dcdac8dfd6a0c08ee14d277,0x015063d7c26353b2d34391393fa1eb7773cdf40c1dcdac8dfd6a0c08ee14d277
11,18,match,0x664f4e70cd2ec152c55bf8dfe2f6eeaaa1ca563c1864b366458754ad5d57a909,0x664f4e70cd2ec152c55bf8dfe2f6eeaaa1ca563c1864b366458754ad5d57a909
11,19,match,0xa6baf31f67f1be1db6c474758b2434436fe2350eb301423a42f603845ef16cc6,0xa6baf31f67f1be1db6c474758b2434436fe2350eb301423a42f603845ef16cc6
11,2,match,0xd5d24347148a397593321f16a91eb9d1591e1aab4175e5e03520098f3ead69e3,0xd5d24347148a397593321f16a91eb9d1591e1aab4175e5e03520098f3ead69e3
11,20,match,0x3ec6387468aa26273679f1bbc4005f4227e2866da98342f58a42cfb289a10c55,0x3ec6387468aa26273679f1bbc4005f4227e2866da98342f58a42cfb289a10c55
11,21,match,0x21c588752ee95fb57e2d3922004ab064eb6af976dfc53e5cd6ce13e6a69f1024,0x21c588752ee95fb57e2d3922004ab064eb6af976dfc53e5cd6ce13e6a69f1024
11,22,match,0x2ae14459dae0f84b303eb4c2601c136d1455bc4732554a4384e8e2fad2b60202,0x2ae14459dae0f84b303eb4c2601c136d1455bc4732554a4384e8e2fad2b60202
11,23,match,0x166c52d36a59f169765057b9a5167e5b95a4495e3bd6aa272cc3b5716cb16a39,0x166c52d36a59f169765057b9a5167e5b95a4495e3bd6aa272cc3b5716cb16a39
11,24,match,0x0e4f8256e9fb5d7c28d2853467b331b280203337b575ed22143024c140f01358,0x0e4f8256e9fb5d7c28d2853467b331b280203337b575ed22143024c140f01358
11,25,match,0x34a393f713e0a3cc27c5c9836df94d7b6ff71c17ac79151cf8c64baf1a3d80c5,0x34a393f713e0a3cc27c5c9836df94d7b6ff71c17ac79151cf8c64baf1a3d80c5
11,26,match,0xe3fca28eab1f05e332176f1fd51971f7cae215cef8388882f6975d297a2cbace,0xe3fca28eab1f05e332176f1fd51971f7cae215cef8388882f6975d297a2cbace
11,27,match,0x8caf08a3f112f5726b1239bd5d2e0aedef71f612dd1b8ea1cef33ef40134d280,0x8caf08a3f112f5726b1239bd5d2e0aedef71f612dd1b8ea1cef33ef40134d280
11,28,match,0x9278c777d5781f4f8729ea5eb53bf09c37040d3cf7693021e6efb48f9ec57581,0x9278c777d5781f4f8729ea5eb53bf09c37040d3cf7693021e6efb48f9ec57581
11,29,match,0xb00255dbe7a4681c441f3de6193857688d56c64ac6643f06fea3be0cc129398e,0xb00255dbe7a4681c441f3de6193857688d56c64ac6643f06fea3be0cc129398e
11,3,match,0x47af3339666924894780ae0f3a716c006cbbedf28b012cb095841cb089207e1a,0x47af3339666924894780ae0f3a716c006cbbedf28b012cb095841cb089207e1a
11,30,match,0xb665a40718f77197669dd8e12a99184c690684b42f238c9c01ae8172c2a95537,0xb665a40718f77197669dd8e12a99184c690684b42f238c9c01ae8172c2a95537
11,31,match,0x8b76c61853a8d0c963bcda1665b0772d7f340e1a03268bb7624fd69091905f1b,0x8b76c61853a8d0c963bcda1665b0772d7f340e1a03268bb7624fd69091905f1b
11,32,match,0x4cfcdbdfbe7611bbaf39768c14bef3f6334c80c3732a7576362fb096fa3c7f4a,0x4cfcdbdfbe7611bbaf39768c14bef3f6334c80c3732a7576362fb096fa3c7f4a
11,33,match,0x1e0a2b2016dcc67c9ed5f6edabccfd240bf936a6aaedc52bdb1c8216e2e1c2b6,0x1e0a2b2016dcc67c9ed5f6edabccfd240bf936a6aaedc52bdb1c8216e2e1c2b6
11,34,match,0x1705227a36ea35922e1964f614c4a1710ef00105b43e13dfd3ebea81df342b12,0x1705227a36ea35922e1964f614c4a1710ef00105b43e13dfd3ebea81df342b12
11,35,match,0xb5c48bb5dbb4bd5587cabc8beefa12d03f1b5891d15894c6b141123fa33d364a,0xb5c48bb5dbb4bd5587cabc8beefa12d03f1b5891d15894c6b141123fa33d364a
11,36,match,0x51ced7369c3eabdbc8fb77eb3986888ca31ae8a495069b9d94463ca7c37a2b81,0x51ced7369c3eabdbc8fb77eb3986888ca31ae8a495069b9d94463ca7c37a2b81
11,37,match,0xbdc29e58b638a8e2b1d561485bc69934d94c1607aae42682af479a788c7e8d48,0xbdc29e58b638a8e2b1d561485bc69934d94c1607aae42682af479a788c7e8d48
11,38,match,0xca0a4c88ffdf1b7df05a50819e94e745968691eb058b85104214b5223c17916b,0xca0a4c88ffdf1b7df05a50819e94e745968691eb058b85104214b5223c17916b
11,39,match,0xf7df1a12075b012e63d79f674d20af7f0fb4133c6b631baa3abb1f15f9c6aefe,0xf7df1a12075b012e63d79f674d20af7f0fb4133c6b631baa3abb1f15f9c6aefe
11,4,match,0xb3e041c862a64008e4d9836d94656bcd96e9ffde97f353a9a2374c7d2a79d992,0xb3e041c862a64008e4d9836d94656bcd96e9ffde97f353a9a2374c7d2a79d992
11,40,match,0xb95dafaa7074401c56f153f00428c15e5f426e541e2a46617ec2da177eac205a,0xb95dafaa7074401c56f153f00428c15e5f426e541e2a46617ec2da177eac205a
11,41,match,0x868252ed7ba3c89ed4897434c84f1d5d20d008ea70e08cf54c2378520d83e63a,0x868252ed7ba3c89ed4897434c84f1d5d20d008ea70e08cf54c2378520d83e63a
11,42,match,0xb08cc8b5075d9fd7b2e6aefdca9f9dc3cdebd68d60ac9e10e3c7a06411073603,0xb08cc8b5075d9fd7b2e6aefdca9f9dc3cdebd68d60ac9e10e3c7a06411073603
11,43,match,0x82173b77202a7203d4b13cc6cd28469515ca8d450064ff3256f1ae6a70b0777a,0x82173b77202a7203d4b13cc6cd28469515ca8d450064ff3256f1ae6a70b0777a
11,44,match,0xd2f4d2f66c6327f82796a73abe9c4db0750752c7887a7093b33054c2f9f496f9,0xd2f4d2f66c6327f82796a73abe9c4db0750752c7887a7093b33054c2f9f496f9
11,45,match,0xb7d82fc06712ba510ee4ff0aedaba8e1ab1f0413b5353f0bfd6234b4527e55fb,0xb7d82fc06712ba510ee4ff0aedaba8e1ab1f0413b5353f0bfd6234b4527e55fb
11,46,match,0xa2ca5af57c38243630337b3b52cd7b84309603b1c879958bf00e2af08fd1e7e5,0xa2ca5af57c38243630337b3b52cd7b84309603b1c879958bf00e2af08fd1e7e5
11,47,match,0xb6cd989090646b9913ac8bb6c16b08afa0814be0b3ad0b78b949be6d82caab0b,0xb6cd989090646b9913ac8bb6c16b08afa0814be0b3ad0b78b949be6d82caab0b
11,48,match,0xc6166a2b9be2dae1740d41d4243945af619bcea79ec3a8628607963573b3c39e,0xc6166a2b9be2dae1740d41d4243945af619bcea79ec3a8628607963573b3c39e
11,49,match,0x5b1f39feb89ca1a4cb39d0e8726ac149546cd00a8d411de61efeccfffd8e0c95,0x5b1f39feb89ca1a4cb39d0e8726ac149546cd00a8d411de61efeccfffd8e0c95
