slide_index,gas_used,gas_price,cost_eth,cost_usd
91,231424,1000005685,0.00023142531564544,0.69427594693632
92,231424,1000004986,0.000231425153880064,0.6942754616401919
93,231424,1000004373,0.000231425012017152,0.694275036051456
94,231424,1000003835,0.00023142488751104,0.69427466253312
95,231424,1000003364,0.000231424778510336,0.6942743355310079
96,231424,1000002950,0.0002314246827008,0.6942740481024
97,231424,1000002587,0.000231424598693888,0.694273796081664
98,231424,1000002269,0.000231424525101056,0.694273575303168
99,231424,1000001990,0.00023142446053376,0.69427338160128
100,231424,1000001746,0.000231424404066304,0.694273212198912
101,231412,1000001532,0.000231412354523184,0.694237063569552
102,231412,1000001344,0.000231412311017728,0.694236933053184
103,231412,1000001179,0.000231412272834748,0.694236818504244
104,231412,1000001034,0.000231412239280008,0.694236717840024
105,231412,1000000907,0.000231412209890684,0.694236629672052
106,231412,1000000796,0.000231412184203952,0.694236552611856
107,231412,1000000699,0.000231412161756988,0.694236485270964
108,231412,1000000613,0.000231412141855556,0.694236425566668
109,231412,1000000538,0.000231412124499656,0.694236373498968
110,231424,1000000472,0.000231424109232128,0.694272327696384
111,231424,1000000414,0.000231424095809536,0.6942722874286079
112,231424,1000000364,0.000231424084238336,0.6942722527150079
113,231424,1000000320,0.00023142407405568,0.69427222216704
114,231424,1000000281,0.000231424065030144,0.6942721950904319
115,231424,1000000247,0.000231424057161728,0.694272171485184
116,231424,1000000217,0.000231424050219008,0.694272150657024
117,231424,1000000191,0.000231424044201984,0.694272132605952
118,231424,1000000168,0.000231424038879232,0.6942721166376961
119,231424,1000000148,0.000231424034250752,0.6942721027522559
120,231424,1000000130,0.00023142403008512,0.6942720902553601
121,231424,1000000115,0.00023142402661376,0.69427207984128
122,231424,1000000101,0.000231424023373824,0.694272070121472
123,231424,1000000089,0.000231424020596736,0.694272061790208
124,231424,1000000079,0.000231424018282496,0.694272054847488
125,231424,1000000070,0.00023142401619968,0.69427204859904
126,231424,1000000062,0.000231424014348288,0.694272043044864
127,231424,1000000055,0.00023142401272832,0.6942720381849601
128,231424,1000000049,0.000231424011339776,0.694272034019328
129,231424,1000000043,0.000231424009951232,0.694272029853696
130,231424,1000000038,0.000231424008794112,0.694272026382336
131,231424,1000000034,0.000231424007868416,0.694272023605248
132,231424,1000000030,0.00023142400694272,0.6942720208281601
133,231424,1000000027,0.000231424006248448,0.694272018745344
134,231424,1000000024,0.000231424005554176,0.694272016662528
135,231424,1000000022,0.000231424005091328,0.694272015273984
136,231424,1000000020,0.00023142400462848,0.69427201388544
137,231424,1000000018,0.000231424004165632,0.694272012496896
138,231424,1000000016,0.000231424003702784,0.694272011108352
139,231424,1000000015,0.00023142400347136,0.69427201041408
140,231424,1000000014,0.000231424003239936,0.694272009719808
141,231412,1000000013,0.000231412003008356,0.694236009025068
142,231412,1000000012,0.000231412002776944,0.694236008330832
143,231412,1000000011,0.000231412002545532,0.694236007636596
144,231412,1000000010,0.00023141200231412,0.69423600694236
145,231412,1000000009,0.000231412002082708,0.694236006248124
146,231412,1000000008,0.000231412001851296,0.6942360055538881
147,231412,1000000008,0.000231412001851296,0.6942360055538881
148,231412,1000000008,0.000231412001851296,0.6942360055538881
149,231412,1000000008,0.000231412001851296,0.6942360055538881
150,231424,1000000008,0.000231424001851392,0.694272005554176
151,231424,1000000008,0.000231424001851392,0.694272005554176
152,231424,1000000008,0.000231424001851392,0.694272005554176
153,231424,1000000008,0.000231424001851392,0.694272005554176
154,231424,1000000008,0.000231424001851392,0.694272005554176
155,231424,1000000008,0.000231424001851392,0.694272005554176
156,231424,1000000008,0.000231424001851392,0.694272005554176
157,231424,1000000008,0.000231424001851392,0.694272005554176
158,231424,1000000008,0.000231424001851392,0.694272005554176
159,231424,1000000008,0.000231424001851392,0.694272005554176
160,231424,1000000008,0.000231424001851392,0.694272005554176
161,231424,1000000008,0.000231424001851392,0.694272005554176
162,231424,1000000008,0.000231424001851392,0.694272005554176
163,231424,1000000008,0.000231424001851392,0.694272005554176
164,231424,1000000008,0.000231424001851392,0.694272005554176
165,231424,1000000008,0.000231424001851392,0.694272005554176
166,231424,1000000008,0.000231424001851392,0.694272005554176
167,231424,1000000008,0.000231424001851392,0.694272005554176
168,231424,1000000008,0.000231424001851392,0.694272005554176
169,231424,1000000008,0.000231424001851392,0.694272005554176
170,231424,1000000008,0.000231424001851392,0.694272005554176
171,231424,1000000008,0.000231424001851392,0.694272005554176
172,231424,1000000008,0.000231424001851392,0.694272005554176
173,231424,1000000008,0.000231424001851392,0.694272005554176
174,231424,1000000008,0.000231424001851392,0.694272005554176
175,231424,1000000008,0.000231424001851392,0.694272005554176
176,231424,1000000008,0.000231424001851392,0.694272005554176
177,231424,1000000008,0.000231424001851392,0.694272005554176
178,231424,1000000008,0.000231424001851392,0.694272005554176
179,231424,1000000008,0.000231424001851392,0.694272005554176
180,231424,1000000008,0.000231424001851392,0.694272005554176
181,231424,1000000008,0.000231424001851392,0.694272005554176
182,231424,1000000008,0.000231424001851392,0.694272005554176
183,231424,1000000008,0.000231424001851392,0.694272005554176
184,231424,1000000008,0.000231424001851392,0.694272005554176
185,231424,1000000008,0.000231424001851392,0.694272005554176
186,231424,1000000008,0.000231424001851392,0.694272005554176
187,231424,1000000008,0.000231424001851392,0.694272005554176
188,231424,1000000008,0.000231424001851392,0.694272005554176
189,231424,1000000008,0.000231424001851392,0.694272005554176
190,231412,1000000008,0.000231412001851296,0.6942360055538881
191,231412,1000000008,0.000231412001851296,0.6942360055538881
192,231412,1000000008,0.000231412001851296,0.6942360055538881
193,231412,1000000008,0.000231412001851296,0.6942360055538881
194,231412,1000000008,0.000231412001851296,0.6942360055538881
195,231412,1000000008,0.000231412001851296,0.6942360055538881
196,231412,1000000008,0.000231412001851296,0.6942360055538881
197,231412,1000000008,0.000231412001851296,0.6942360055538881
198,231412,1000000008,0.000231412001851296,0.6942360055538881
199,231424,1000000008,0.000231424001851392,0.694272005554176
200,231424,1000000008,0.000231424001851392,0.694272005554176
201,231424,1000000008,0.000231424001851392,0.694272005554176
202,231424,1000000008,0.000231424001851392,0.694272005554176
203,231424,1000000008,0.000231424001851392,0.694272005554176
204,231424,1000000008,0.000231424001851392,0.694272005554176
205,231424,1000000008,0.000231424001851392,0.694272005554176
206,231424,1000000008,0.000231424001851392,0.694272005554176
207,231424,1000000008,0.000231424001851392,0.694272005554176
208,231424,1000000008,0.000231424001851392,0.694272005554176
209,231424,1000000008,0.000231424001851392,0.694272005554176
210,231424,1000000008,0.000231424001851392,0.694272005554176
211,231424,1000000008,0.000231424001851392,0.694272005554176
212,231424,1000000008,0.000231424001851392,0.694272005554176
213,231424,1000000008,0.000231424001851392,0.694272005554176
214,231424,1000000008,0.000231424001851392,0.694272005554176
215,231424,1000000008,0.000231424001851392,0.694272005554176
216,231424,1000000008,0.000231424001851392,0.694272005554176
217,231424,1000000008,0.000231424001851392,0.694272005554176
218,231424,1000000008,0.000231424001851392,0.694272005554176
219,231424,1000000008,0.000231424001851392,0.694272005554176
220,231424,1000000008,0.000231424001851392,0.694272005554176
221,231424,1000000008,0.000231424001851392,0.694272005554176
222,231424,1000000008,0.000231424001851392,0.694272005554176
223,231424,1000000008,0.000231424001851392,0.694272005554176
224,231424,1000000008,0.000231424001851392,0.694272005554176
225,231424,1000000008,0.000231424001851392,0.694272005554176
226,231424,1000000008,0.000231424001851392,0.694272005554176
227,231424,1000000008,0.000231424001851392,0.694272005554176
228,231424,1000000008,0.000231424001851392,0.694272005554176
229,231424,1000000008,0.000231424001851392,0.694272005554176
230,231424,1000000008,0.000231424001851392,0.694272005554176
231,231424,1000000008,0.000231424001851392,0.694272005554176
232,231424,1000000008,0.000231424001851392,0.694272005554176
233,231424,1000000008,0.000231424001851392,0.694272005554176
234,231424,1000000008,0.000231424001851392,0.694272005554176
235,231424,1000000008,0.000231424001851392,0.694272005554176
236,231424,1000000008,0.000231424001851392,0.694272005554176
237,231424,1000000008,0.000231424001851392,0.694272005554176
238,231424,1000000008,0.000231424001851392,0.694272005554176
239,231424,1000000008,0.000231424001851392,0.694272005554176
240,231412,1000000008,0.000231412001851296,0.6942360055538881
241,231412,1000000008,0.000231412001851296,0.6942360055538881
242,231412,1000000008,0.000231412001851296,0.6942360055538881
243,231412,1000000008,0.000231412001851296,0.6942360055538881
244,231412,1000000008,0.000231412001851296,0.6942360055538881
245,231412,1000000008,0.000231412001851296,0.6942360055538881
246,231412,1000000008,0.000231412001851296,0.6942360055538881
247,231412,1000000008,0.000231412001851296,0.6942360055538881
248,231412,1000000008,0.000231412001851296,0.6942360055538881
249,231424,1000000008,0.000231424001851392,0.694272005554176
250,231424,1000000008,0.000231424001851392,0.694272005554176
251,231424,1000000008,0.000231424001851392,0.694272005554176
252,231424,1000000008,0.000231424001851392,0.694272005554176
253,231424,1000000008,0.000231424001851392,0.694272005554176
254,231424,1000000008,0.000231424001851392,0.694272005554176
255,231424,1000000008,0.000231424001851392,0.694272005554176
256,231424,1000000008,0.000231424001851392,0.694272005554176
257,231424,1000000008,0.000231424001851392,0.694272005554176
258,231424,1000000008,0.000231424001851392,0.694272005554176
259,231424,1000000008,0.000231424001851392,0.694272005554176
260,231424,1000000008,0.000231424001851392,0.694272005554176
261,231424,1000000008,0.000231424001851392,0.694272005554176
262,231424,1000000008,0.000231424001851392,0.694272005554176
263,231424,1000000008,0.000231424001851392,0.694272005554176
264,231424,1000000008,0.000231424001851392,0.694272005554176
265,231424,1000000008,0.000231424001851392,0.694272005554176
266,231424,1000000008,0.000231424001851392,0.694272005554176
267,231424,1000000008,0.000231424001851392,0.694272005554176
268,231424,1000000008,0.000231424001851392,0.694272005554176
269,231424,1000000008,0.000231424001851392,0.694272005554176
270,231424,1000000008,0.000231424001851392,0.694272005554176
271,231424,1000000008,0.000231424001851392,0.694272005554176
272,231424,1000000008,0.000231424001851392,0.694272005554176
273,231424,1000000008,0.000231424001851392,0.694272005554176
274,231424,1000000008,0.000231424001851392,0.694272005554176
275,231424,1000000008,0.000231424001851392,0.694272005554176
276,231424,1000000008,0.000231424001851392,0.694272005554176
277,231424,1000000008,0.000231424001851392,0.694272005554176
278,231424,1000000008,0.000231424001851392,0.694272005554176
279,231424,1000000008,0.000231424001851392,0.694272005554176
280,231424,1000000008,0.000231424001851392,0.694272005554176
281,231424,1000000008,0.000231424001851392,0.694272005554176
282,231412,1000000008,0.000231412001851296,0.6942360055538881
283,231412,1000000008,0.000231412001851296,0.6942360055538881
284,231412,1000000008,0.000231412001851296,0.6942360055538881
285,231412,1000000008,0.000231412001851296,0.6942360055538881
286,231412,1000000008,0.000231412001851296,0.6942360055538881
287,231412,1000000008,0.000231412001851296,0.6942360055538881
288,231412,1000000008,0.000231412001851296,0.6942360055538881
289,231412,1000000008,0.000231412001851296,0.6942360055538881
290,231412,1000000008,0.000231412001851296,0.6942360055538881
291,231424,1000000008,0.000231424001851392,0.694272005554176
292,231424,1000000008,0.000231424001851392,0.694272005554176
293,231424,1000000008,0.000231424001851392,0.694272005554176
294,231424,1000000008,0.000231424001851392,0.694272005554176
295,231424,1000000008,0.000231424001851392,0.694272005554176
296,231424,1000000008,0.000231424001851392,0.694272005554176
297,231424,1000000008,0.000231424001851392,0.694272005554176
298,231424,1000000008,0.000231424001851392,0.694272005554176
299,231424,1000000008,0.000231424001851392,0.694272005554176
300,231424,1000000008,0.000231424001851392,0.694272005554176
301,231424,1000000008,0.000231424001851392,0.694272005554176
302,231424,1000000008,0.000231424001851392,0.694272005554176
303,231424,1000000008,0.000231424001851392,0.694272005554176
304,231424,1000000008,0.000231424001851392,0.694272005554176
305,231424,1000000008,0.000231424001851392,0.694272005554176
306,231424,1000000008,0.000231424001851392,0.694272005554176
307,231424,1000000008,0.000231424001851392,0.694272005554176
308,231424,1000000008,0.000231424001851392,0.694272005554176
309,231424,1000000008,0.000231424001851392,0.694272005554176
310,231424,1000000008,0.000231424001851392,0.694272005554176
311,231424,1000000008,0.000231424001851392,0.694272005554176
312,231424,1000000008,0.000231424001851392,0.694272005554176
313,231424,1000000008,0.000231424001851392,0.694272005554176
314,231424,1000000008,0.000231424001851392,0.694272005554176
315,231424,1000000008,0.000231424001851392,0.694272005554176
316,231424,1000000008,0.000231424001851392,0.694272005554176
317,231424,1000000008,0.000231424001851392,0.694272005554176
318,231424,1000000008,0.000231424001851392,0.694272005554176
319,231424,1000000008,0.000231424001851392,0.694272005554176
320,231424,1000000008,0.000231424001851392,0.694272005554176
321,231424,1000000008,0.000231424001851392,0.694272005554176
322,231424,1000000008,0.000231424001851392,0.694272005554176
323,231424,1000000008,0.000231424001851392,0.694272005554176
324,231424,1000000008,0.000231424001851392,0.694272005554176
325,231424,1000000008,0.000231424001851392,0.694272005554176
326,231424,1000000008,0.000231424001851392,0.694272005554176
327,231424,1000000008,0.000231424001851392,0.694272005554176
328,231424,1000000008,0.000231424001851392,0.694272005554176
329,231412,1000000008,0.000231412001851296,0.6942360055538881
330,231412,1000000008,0.000231412001851296,0.6942360055538881
331,231412,1000000008,0.000231412001851296,0.6942360055538881
332,231412,1000000008,0.000231412001851296,0.6942360055538881
333,231412,1000000008,0.000231412001851296,0.6942360055538881
334,231412,1000000008,0.000231412001851296,0.6942360055538881
335,231412,1000000008,0.000231412001851296,0.6942360055538881
336,231412,1000000008,0.000231412001851296,0.6942360055538881
337,231412,1000000008,0.000231412001851296,0.6942360055538881
338,231424,1000000008,0.000231424001851392,0.694272005554176
339,231424,1000000008,0.000231424001851392,0.694272005554176
340,231424,1000000008,0.000231424001851392,0.694272005554176
341,231424,1000000008,0.000231424001851392,0.694272005554176
342,231424,1000000008,0.000231424001851392,0.694272005554176
343,231424,1000000008,0.000231424001851392,0.694272005554176
344,231424,1000000008,0.000231424001851392,0.694272005554176
345,231424,1000000008,0.000231424001851392,0.694272005554176
346,231424,1000000008,0.000231424001851392,0.694272005554176
347,231424,1000000008,0.000231424001851392,0.694272005554176
348,231424,1000000008,0.000231424001851392,0.694272005554176
349,231424,1000000008,0.000231424001851392,0.694272005554176
350,231424,1000000008,0.000231424001851392,0.694272005554176
351,231424,1000000008,0.000231424001851392,0.694272005554176
352,231424,1000000008,0.000231424001851392,0.694272005554176
353,231424,1000000008,0.000231424001851392,0.694272005554176
354,231424,1000000008,0.000231424001851392,0.694272005554176
355,231424,1000000008,0.000231424001851392,0.694272005554176
356,231424,1000000008,0.000231424001851392,0.694272005554176
357,231424,1000000008,0.000231424001851392,0.694272005554176
358,231424,1000000008,0.000231424001851392,0.694272005554176
359,231424,1000000008,0.000231424001851392,0.694272005554176
360,231424,1000000008,0.000231424001851392,0.694272005554176
361,231424,1000000008,0.000231424001851392,0.694272005554176
362,231424,1000000008,0.000231424001851392,0.694272005554176
363,231424,1000000008,0.000231424001851392,0.694272005554176
364,231424,1000000008,0.000231424001851392,0.694272005554176
365,231424,1000000008,0.000231424001851392,0.694272005554176
366,231424,1000000008,0.000231424001851392,0.694272005554176
367,231424,1000000008,0.000231424001851392,0.694272005554176
368,231424,1000000008,0.000231424001851392,0.694272005554176
369,231424,1000000008,0.000231424001851392,0.694272005554176
370,231424,1000000008,0.000231424001851392,0.694272005554176
371,231424,1000000008,0.000231424001851392,0.694272005554176
372,231412,1000000008,0.000231412001851296,0.6942360055538881
373,231412,1000000008,0.000231412001851296,0.6942360055538881
374,231412,1000000008,0.000231412001851296,0.6942360055538881
375,231412,1000000008,0.000231412001851296,0.6942360055538881
376,231412,1000000008,0.000231412001851296,0.6942360055538881
377,231412,1000000008,0.000231412001851296,0.6942360055538881
378,231412,1000000008,0.000231412001851296,0.6942360055538881
379,231412,1000000008,0.000231412001851296,0.6942360055538881
380,231412,1000000008,0.000231412001851296,0.6942360055538881
381,231424,1000000008,0.000231424001851392,0.694272005554176
382,231424,1000000008,0.000231424001851392,0.694272005554176
383,231424,1000000008,0.000231424001851392,0.694272005554176
384,231424,1000000008,0.000231424001851392,0.694272005554176
385,231424,1000000008,0.000231424001851392,0.694272005554176
386,231424,1000000008,0.000231424001851392,0.694272005554176
387,231424,1000000008,0.000231424001851392,0.694272005554176
388,231424,1000000008,0.000231424001851392,0.694272005554176
389,231424,1000000008,0.000231424001851392,0.694272005554176
390,231424,1000000008,0.000231424001851392,0.694272005554176
391,231424,1000000008,0.000231424001851392,0.694272005554176
392,231424,1000000008,0.000231424001851392,0.694272005554176
393,231424,1000000008,0.000231424001851392,0.694272005554176
394,231424,1000000008,0.000231424001851392,0.694272005554176
395,231424,1000000008,0.000231424001851392,0.694272005554176
396,231424,1000000008,0.000231424001851392,0.694272005554176
397,231424,1000000008,0.000231424001851392,0.694272005554176
398,231424,1000000008,0.000231424001851392,0.694272005554176
399,231424,1000000008,0.000231424001851392,0.694272005554176
400,231424,1000000008,0.000231424001851392,0.694272005554176
401,231424,1000000008,0.000231424001851392,0.694272005554176
402,231424,1000000008,0.000231424001851392,0.694272005554176
403,231424,1000000008,0.000231424001851392,0.694272005554176
404,231424,1000000008,0.000231424001851392,0.694272005554176
405,231424,1000000008,0.000231424001851392,0.694272005554176
406,231424,1000000008,0.000231424001851392,0.694272005554176
407,231424,1000000008,0.000231424001851392,0.694272005554176
408,231424,1000000008,0.000231424001851392,0.694272005554176
409,231424,1000000008,0.000231424001851392,0.694272005554176
410,231436,1000000008,0.000231436001851488,0.694308005554464
411,231436,1000000008,0.000231436001851488,0.694308005554464
412,231436,1000000008,0.000231436001851488,0.694308005554464
413,231436,1000000008,0.000231436001851488,0.694308005554464
414,231436,1000000008,0.000231436001851488,0.694308005554464
415,231436,1000000008,0.000231436001851488,0.694308005554464
416,231436,1000000008,0.000231436001851488,0.694308005554464
417,231436,1000000008,0.000231436001851488,0.694308005554464
418,231436,1000000008,0.000231436001851488,0.694308005554464
419,231436,1000000008,0.000231436001851488,0.694308005554464
420,231436,1000000008,0.000231436001851488,0.694308005554464
421,231436,1000000008,0.000231436001851488,0.694308005554464
422,231436,1000000008,0.000231436001851488,0.694308005554464
423,231436,1000000008,0.000231436001851488,0.694308005554464
424,231436,1000000008,0.000231436001851488,0.694308005554464
425,231436,1000000008,0.000231436001851488,0.694308005554464
426,231436,1000000008,0.000231436001851488,0.694308005554464
427,231436,1000000008,0.000231436001851488,0.694308005554464
428,231436,1000000008,0.000231436001851488,0.694308005554464
429,231436,1000000008,0.000231436001851488,0.694308005554464
430,231436,1000000008,0.000231436001851488,0.694308005554464
431,231436,1000000008,0.000231436001851488,0.694308005554464
432,231436,1000000008,0.000231436001851488,0.694308005554464
433,231436,1000000008,0.000231436001851488,0.694308005554464
434,231436,1000000008,0.000231436001851488,0.694308005554464
435,231436,1000000008,0.000231436001851488,0.694308005554464
436,231436,1000000008,0.000231436001851488,0.694308005554464
437,231436,1000000008,0.000231436001851488,0.694308005554464
438,231436,1000000008,0.000231436001851488,0.694308005554464
439,231436,1000000008,0.000231436001851488,0.694308005554464
440,231436,1000000008,0.000231436001851488,0.694308005554464
441,231436,1000000008,0.000231436001851488,0.694308005554464
442,231436,1000000008,0.000231436001851488,0.694308005554464
443,231436,1000000008,0.000231436001851488,0.694308005554464
444,231436,1000000008,0.000231436001851488,0.694308005554464
445,231436,1000000008,0.000231436001851488,0.694308005554464
446,231436,1000000008,0.000231436001851488,0.694308005554464
447,231436,1000000008,0.000231436001851488,0.694308005554464
448,231436,1000000008,0.000231436001851488,0.694308005554464
449,231436,1000000008,0.000231436001851488,0.694308005554464
450,231436,1000000008,0.000231436001851488,0.694308005554464
451,231424,1000000008,0.000231424001851392,0.694272005554176
452,231424,1000000008,0.000231424001851392,0.694272005554176
453,231424,1000000008,0.000231424001851392,0.694272005554176
454,231424,1000000008,0.000231424001851392,0.694272005554176
455,231424,1000000008,0.000231424001851392,0.694272005554176
456,231424,1000000008,0.000231424001851392,0.694272005554176
457,231424,1000000008,0.000231424001851392,0.694272005554176
458,231424,1000000008,0.000231424001851392,0.694272005554176
459,231424,1000000008,0.000231424001851392,0.694272005554176
460,231436,1000000008,0.000231436001851488,0.694308005554464
461,231436,1000000008,0.000231436001851488,0.694308005554464
462,231436,1000000008,0.000231436001851488,0.694308005554464
463,231436,1000000008,0.000231436001851488,0.694308005554464
464,231436,1000000008,0.000231436001851488,0.694308005554464
465,231436,1000000008,0.000231436001851488,0.694308005554464
466,231436,1000000008,0.000231436001851488,0.694308005554464
467,231436,1000000008,0.000231436001851488,0.694308005554464
468,231436,1000000008,0.000231436001851488,0.694308005554464
469,231436,1000000008,0.000231436001851488,0.694308005554464
470,231436,1000000008,0.000231436001851488,0.694308005554464
471,231436,1000000008,0.000231436001851488,0.694308005554464
472,231436,1000000008,0.000231436001851488,0.694308005554464
473,231436,1000000008,0.000231436001851488,0.694308005554464
474,231436,1000000008,0.000231436001851488,0.694308005554464
475,231436,1000000008,0.000231436001851488,0.694308005554464
476,231436,1000000008,0.000231436001851488,0.694308005554464
477,231436,1000000008,0.000231436001851488,0.694308005554464
478,231436,1000000008,0.000231436001851488,0.694308005554464
479,231436,1000000008,0.000231436001851488,0.694308005554464
480,231436,1000000008,0.000231436001851488,0.694308005554464
481,231436,1000000008,0.000231436001851488,0.694308005554464
482,231436,1000000008,0.000231436001851488,0.694308005554464
483,231436,1000000008,0.000231436001851488,0.694308005554464
484,231436,1000000008,0.000231436001851488,0.694308005554464
485,231436,1000000008,0.000231436001851488,0.694308005554464
486,231436,1000000008,0.000231436001851488,0.694308005554464
487,231436,1000000008,0.000231436001851488,0.694308005554464
488,231436,1000000008,0.000231436001851488,0.694308005554464
489,231436,1000000008,0.000231436001851488,0.694308005554464
490,231436,1000000008,0.000231436001851488,0.694308005554464
491,231436,1000000008,0.000231436001851488,0.694308005554464
492,231436,1000000008,0.000231436001851488,0.694308005554464
493,231436,1000000008,0.000231436001851488,0.694308005554464
494,231436,1000000008,0.000231436001851488,0.694308005554464
495,231436,1000000008,0.000231436001851488,0.694308005554464
496,231436,1000000008,0.000231436001851488,0.694308005554464
497,231436,1000000008,0.000231436001851488,0.694308005554464
498,231436,1000000008,0.000231436001851488,0.694308005554464
499,231436,1000000008,0.000231436001851488,0.694308005554464
500,231436,1000000008,0.000231436001851488,0.694308005554464
501,231436,1000000008,0.000231436001851488,0.694308005554464
502,231436,1000000008,0.000231436001851488,0.694308005554464
503,231436,1000000008,0.000231436001851488,0.694308005554464
504,231436,1000000008,0.000231436001851488,0.694308005554464
505,231436,1000000008,0.000231436001851488,0.694308005554464
506,231436,1000000008,0.000231436001851488,0.694308005554464
507,231436,1000000008,0.000231436001851488,0.694308005554464
508,231436,1000000008,0.000231436001851488,0.694308005554464
509,231436,1000000008,0.000231436001851488,0.694308005554464
510,231436,1000000008,0.000231436001851488,0.694308005554464
511,231436,1000000008,0.000231436001851488,0.694308005554464
512,231436,1000000008,0.000231436001851488,0.694308005554464
513,231436,1000000008,0.000231436001851488,0.694308005554464
